X,Y,ASCII,Foreground,Background
72,0,46,#FFFFFF,#000000
73,0,46,#FFFFFF,#000000
74,0,46,#FFFFFF,#000000
75,0,46,#FFFFFF,#000000
76,0,46,#FFFFFF,#000000
77,0,46,#FFFFFF,#000000
78,0,46,#FFFFFF,#000000
79,0,46,#FFFFFF,#000000
80,0,46,#FFFFFF,#000000
81,0,46,#FFFFFF,#000000
82,0,46,#FFFFFF,#000000
83,0,46,#FFFFFF,#000000
84,0,46,#FFFFFF,#000000
85,0,46,#FFFFFF,#000000
86,0,46,#FFFFFF,#000000
87,0,46,#FFFFFF,#000000
88,0,46,#FFFFFF,#000000
89,0,46,#FFFFFF,#000000
90,0,46,#FFFFFF,#000000
91,0,46,#FFFFFF,#000000
92,0,46,#FFFFFF,#000000
93,0,46,#FFFFFF,#000000
94,0,46,#FFFFFF,#000000
95,0,46,#FFFFFF,#000000
96,0,46,#FFFFFF,#000000
97,0,46,#FFFFFF,#000000
98,0,46,#FFFFFF,#000000
99,0,46,#FFFFFF,#000000
100,0,46,#FFFFFF,#000000
101,0,46,#FFFFFF,#000000
102,0,46,#FFFFFF,#000000
103,0,46,#FFFFFF,#000000
104,0,46,#FFFFFF,#000000
105,0,46,#FFFFFF,#000000
106,0,46,#FFFFFF,#000000
107,0,46,#FFFFFF,#000000
108,0,46,#FFFFFF,#000000
109,0,46,#FFFFFF,#000000
110,0,46,#FFFFFF,#000000
111,0,46,#FFFFFF,#000000
112,0,46,#FFFFFF,#000000
113,0,46,#FFFFFF,#000000
114,0,46,#FFFFFF,#000000
115,0,46,#FFFFFF,#000000
116,0,46,#FFFFFF,#000000
117,0,46,#FFFFFF,#000000
118,0,46,#FFFFFF,#000000
119,0,46,#FFFFFF,#000000
120,0,46,#FFFFFF,#000000
121,0,46,#FFFFFF,#000000
122,0,46,#FFFFFF,#000000
123,0,46,#FFFFFF,#000000
124,0,46,#FFFFFF,#000000
125,0,46,#FFFFFF,#000000
126,0,46,#FFFFFF,#000000
127,0,46,#FFFFFF,#000000
0,1,46,#FFFFFF,#000000
1,1,46,#FFFFFF,#000000
2,1,46,#FFFFFF,#000000
3,1,46,#FFFFFF,#000000
4,1,46,#FFFFFF,#000000
5,1,46,#FFFFFF,#000000
6,1,46,#FFFFFF,#000000
7,1,46,#FFFFFF,#000000
8,1,46,#FFFFFF,#000000
9,1,46,#FFFFFF,#000000
10,1,46,#FFFFFF,#000000
11,1,46,#FFFFFF,#000000
12,1,46,#FFFFFF,#000000
13,1,46,#FFFFFF,#000000
14,1,46,#FFFFFF,#000000
15,1,46,#FFFFFF,#000000
16,1,46,#FFFFFF,#000000
17,1,46,#FFFFFF,#000000
18,1,46,#FFFFFF,#000000
19,1,46,#FFFFFF,#000000
20,1,46,#FFFFFF,#000000
21,1,46,#FFFFFF,#000000
22,1,46,#FFFFFF,#000000
23,1,46,#FFFFFF,#000000
24,1,46,#FFFFFF,#000000
25,1,46,#FFFFFF,#000000
26,1,46,#FFFFFF,#000000
27,1,46,#FFFFFF,#000000
28,1,46,#FFFFFF,#000000
29,1,46,#FFFFFF,#000000
30,1,46,#FFFFFF,#000000
31,1,46,#FFFFFF,#000000
32,1,46,#FFFFFF,#000000
33,1,46,#FFFFFF,#000000
34,1,46,#FFFFFF,#000000
35,1,46,#FFFFFF,#000000
36,1,46,#FFFFFF,#000000
37,1,46,#FFFFFF,#000000
38,1,46,#FFFFFF,#000000
39,1,46,#FFFFFF,#000000
40,1,46,#FFFFFF,#000000
41,1,46,#FFFFFF,#000000
42,1,46,#FFFFFF,#000000
43,1,46,#FFFFFF,#000000
44,1,46,#FFFFFF,#000000
45,1,46,#FFFFFF,#000000
46,1,46,#FFFFFF,#000000
47,1,46,#FFFFFF,#000000
48,1,46,#FFFFFF,#000000
49,1,46,#FFFFFF,#000000
50,1,46,#FFFFFF,#000000
51,1,46,#FFFFFF,#000000
52,1,46,#FFFFFF,#000000
53,1,46,#FFFFFF,#000000
54,1,46,#FFFFFF,#000000
55,1,46,#FFFFFF,#000000
56,1,46,#FFFFFF,#000000
57,1,46,#FFFFFF,#000000
58,1,46,#FFFFFF,#000000
59,1,46,#FFFFFF,#000000
60,1,46,#FFFFFF,#000000
61,1,46,#FFFFFF,#000000
62,1,46,#FFFFFF,#000000
63,1,46,#FFFFFF,#000000
64,1,46,#FFFFFF,#000000
65,1,46,#FFFFFF,#000000
66,1,46,#FFFFFF,#000000
67,1,46,#FFFFFF,#000000
68,1,46,#FFFFFF,#000000
69,1,46,#FFFFFF,#000000
70,1,46,#FFFFFF,#000000
71,1,46,#FFFFFF,#000000
72,1,46,#FFFFFF,#000000
73,1,46,#FFFFFF,#000000
74,1,46,#FFFFFF,#000000
75,1,46,#FFFFFF,#000000
76,1,46,#FFFFFF,#000000
77,1,46,#FFFFFF,#000000
78,1,46,#FFFFFF,#000000
79,1,46,#FFFFFF,#000000
80,1,46,#FFFFFF,#000000
81,1,46,#FFFFFF,#000000
82,1,46,#FFFFFF,#000000
83,1,46,#FFFFFF,#000000
84,1,46,#FFFFFF,#000000
85,1,46,#FFFFFF,#000000
86,1,46,#FFFFFF,#000000
87,1,46,#FFFFFF,#000000
88,1,46,#FFFFFF,#000000
89,1,46,#FFFFFF,#000000
90,1,46,#FFFFFF,#000000
91,1,46,#FFFFFF,#000000
92,1,46,#FFFFFF,#000000
93,1,46,#FFFFFF,#000000
94,1,46,#FFFFFF,#000000
95,1,46,#FFFFFF,#000000
96,1,46,#FFFFFF,#000000
97,1,46,#FFFFFF,#000000
98,1,46,#FFFFFF,#000000
99,1,46,#FFFFFF,#000000
100,1,46,#FFFFFF,#000000
101,1,46,#FFFFFF,#000000
102,1,46,#FFFFFF,#000000
103,1,46,#FFFFFF,#000000
104,1,46,#FFFFFF,#000000
105,1,46,#FFFFFF,#000000
106,1,46,#FFFFFF,#000000
107,1,46,#FFFFFF,#000000
108,1,46,#FFFFFF,#000000
109,1,46,#FFFFFF,#000000
110,1,46,#FFFFFF,#000000
111,1,46,#FFFFFF,#000000
112,1,46,#FFFFFF,#000000
113,1,46,#FFFFFF,#000000
114,1,46,#FFFFFF,#000000
115,1,46,#FFFFFF,#000000
116,1,46,#FFFFFF,#000000
117,1,46,#FFFFFF,#000000
118,1,46,#FFFFFF,#000000
119,1,46,#FFFFFF,#000000
120,1,46,#FFFFFF,#000000
121,1,46,#FFFFFF,#000000
122,1,46,#FFFFFF,#000000
123,1,46,#FFFFFF,#000000
124,1,46,#FFFFFF,#000000
125,1,46,#FFFFFF,#000000
126,1,46,#FFFFFF,#000000
127,1,46,#FFFFFF,#000000
0,2,46,#FFFFFF,#000000
1,2,46,#FFFFFF,#000000
2,2,46,#FFFFFF,#000000
3,2,46,#FFFFFF,#000000
4,2,46,#FFFFFF,#000000
5,2,46,#FFFFFF,#000000
6,2,46,#FFFFFF,#000000
7,2,46,#FFFFFF,#000000
8,2,46,#FFFFFF,#000000
9,2,46,#FFFFFF,#000000
10,2,6,#FFFFFF,#000000
11,2,46,#FFFFFF,#000000
12,2,46,#FFFFFF,#000000
13,2,46,#FFFFFF,#000000
14,2,46,#FFFFFF,#000000
15,2,46,#FFFFFF,#000000
16,2,46,#FFFFFF,#000000
17,2,46,#FFFFFF,#000000
18,2,46,#FFFFFF,#000000
19,2,46,#FFFFFF,#000000
20,2,46,#FFFFFF,#000000
21,2,46,#FFFFFF,#000000
22,2,46,#FFFFFF,#000000
23,2,46,#FFFFFF,#000000
24,2,46,#FFFFFF,#000000
25,2,46,#FFFFFF,#000000
26,2,46,#FFFFFF,#000000
27,2,46,#FFFFFF,#000000
28,2,46,#FFFFFF,#000000
29,2,46,#FFFFFF,#000000
30,2,46,#FFFFFF,#000000
31,2,46,#FFFFFF,#000000
32,2,46,#FFFFFF,#000000
33,2,46,#FFFFFF,#000000
34,2,46,#FFFFFF,#000000
35,2,46,#FFFFFF,#000000
36,2,46,#FFFFFF,#000000
37,2,46,#FFFFFF,#000000
38,2,46,#FFFFFF,#000000
39,2,46,#FFFFFF,#000000
40,2,46,#FFFFFF,#000000
41,2,46,#FFFFFF,#000000
42,2,46,#FFFFFF,#000000
43,2,46,#FFFFFF,#000000
44,2,46,#FFFFFF,#000000
45,2,46,#FFFFFF,#000000
46,2,46,#FFFFFF,#000000
47,2,46,#FFFFFF,#000000
48,2,46,#FFFFFF,#000000
49,2,46,#FFFFFF,#000000
50,2,46,#FFFFFF,#000000
51,2,46,#FFFFFF,#000000
52,2,46,#FFFFFF,#000000
53,2,46,#FFFFFF,#000000
54,2,46,#FFFFFF,#000000
55,2,46,#FFFFFF,#000000
56,2,46,#FFFFFF,#000000
57,2,46,#FFFFFF,#000000
58,2,46,#FFFFFF,#000000
59,2,46,#FFFFFF,#000000
60,2,46,#FFFFFF,#000000
61,2,46,#FFFFFF,#000000
62,2,46,#FFFFFF,#000000
63,2,46,#FFFFFF,#000000
64,2,46,#FFFFFF,#000000
65,2,46,#FFFFFF,#000000
66,2,46,#FFFFFF,#000000
67,2,46,#FFFFFF,#000000
68,2,46,#FFFFFF,#000000
69,2,46,#FFFFFF,#000000
70,2,46,#FFFFFF,#000000
71,2,46,#FFFFFF,#000000
72,2,46,#FFFFFF,#000000
73,2,46,#FFFFFF,#000000
74,2,46,#FFFFFF,#000000
75,2,46,#FFFFFF,#000000
76,2,46,#FFFFFF,#000000
77,2,46,#FFFFFF,#000000
78,2,46,#FFFFFF,#000000
79,2,46,#FFFFFF,#000000
80,2,46,#FFFFFF,#000000
81,2,46,#FFFFFF,#000000
82,2,46,#FFFFFF,#000000
83,2,46,#FFFFFF,#000000
84,2,46,#FFFFFF,#000000
85,2,46,#FFFFFF,#000000
86,2,46,#FFFFFF,#000000
87,2,46,#FFFFFF,#000000
88,2,46,#FFFFFF,#000000
89,2,46,#FFFFFF,#000000
90,2,46,#FFFFFF,#000000
91,2,46,#FFFFFF,#000000
92,2,46,#FFFFFF,#000000
93,2,46,#FFFFFF,#000000
94,2,46,#FFFFFF,#000000
95,2,46,#FFFFFF,#000000
96,2,46,#FFFFFF,#000000
97,2,46,#FFFFFF,#000000
98,2,46,#FFFFFF,#000000
99,2,46,#FFFFFF,#000000
100,2,46,#FFFFFF,#000000
101,2,46,#FFFFFF,#000000
102,2,46,#FFFFFF,#000000
103,2,46,#FFFFFF,#000000
104,2,46,#FFFFFF,#000000
105,2,46,#FFFFFF,#000000
106,2,46,#FFFFFF,#000000
107,2,46,#FFFFFF,#000000
108,2,46,#FFFFFF,#000000
109,2,46,#FFFFFF,#000000
110,2,46,#FFFFFF,#000000
111,2,46,#FFFFFF,#000000
112,2,46,#FFFFFF,#000000
113,2,46,#FFFFFF,#000000
114,2,46,#FFFFFF,#000000
115,2,46,#FFFFFF,#000000
116,2,46,#FFFFFF,#000000
117,2,46,#FFFFFF,#000000
118,2,46,#FFFFFF,#000000
119,2,46,#FFFFFF,#000000
120,2,46,#FFFFFF,#000000
121,2,46,#FFFFFF,#000000
122,2,46,#FFFFFF,#000000
123,2,46,#FFFFFF,#000000
124,2,46,#FFFFFF,#000000
125,2,46,#FFFFFF,#000000
126,2,46,#FFFFFF,#000000
127,2,46,#FFFFFF,#000000
0,3,46,#FFFFFF,#000000
1,3,46,#FFFFFF,#000000
2,3,46,#FFFFFF,#000000
3,3,46,#FFFFFF,#000000
4,3,46,#FFFFFF,#000000
5,3,46,#FFFFFF,#000000
6,3,46,#FFFFFF,#000000
7,3,46,#FFFFFF,#000000
8,3,46,#FFFFFF,#000000
9,3,46,#FFFFFF,#000000
10,3,46,#FFFFFF,#000000
11,3,46,#FFFFFF,#000000
12,3,46,#FFFFFF,#000000
13,3,46,#FFFFFF,#000000
14,3,46,#FFFFFF,#000000
15,3,46,#FFFFFF,#000000
16,3,46,#FFFFFF,#000000
17,3,46,#FFFFFF,#000000
18,3,46,#FFFFFF,#000000
19,3,46,#FFFFFF,#000000
20,3,46,#FFFFFF,#000000
21,3,46,#FFFFFF,#000000
22,3,46,#FFFFFF,#000000
23,3,46,#FFFFFF,#000000
24,3,46,#FFFFFF,#000000
25,3,46,#FFFFFF,#000000
26,3,46,#FFFFFF,#000000
27,3,46,#FFFFFF,#000000
28,3,46,#FFFFFF,#000000
29,3,46,#FFFFFF,#000000
30,3,46,#FFFFFF,#000000
31,3,46,#FFFFFF,#000000
32,3,46,#FFFFFF,#000000
33,3,46,#FFFFFF,#000000
34,3,46,#FFFFFF,#000000
35,3,46,#FFFFFF,#000000
36,3,46,#FFFFFF,#000000
37,3,46,#FFFFFF,#000000
38,3,46,#FFFFFF,#000000
39,3,46,#FFFFFF,#000000
40,3,46,#FFFFFF,#000000
41,3,46,#FFFFFF,#000000
42,3,46,#FFFFFF,#000000
43,3,46,#FFFFFF,#000000
44,3,46,#FFFFFF,#000000
45,3,46,#FFFFFF,#000000
46,3,46,#FFFFFF,#000000
47,3,46,#FFFFFF,#000000
48,3,46,#FFFFFF,#000000
49,3,46,#FFFFFF,#000000
50,3,46,#FFFFFF,#000000
51,3,46,#FFFFFF,#000000
52,3,46,#FFFFFF,#000000
53,3,46,#FFFFFF,#000000
54,3,46,#FFFFFF,#000000
55,3,46,#FFFFFF,#000000
56,3,46,#FFFFFF,#000000
57,3,46,#FFFFFF,#000000
58,3,46,#FFFFFF,#000000
59,3,46,#FFFFFF,#000000
60,3,46,#FFFFFF,#000000
61,3,46,#FFFFFF,#000000
62,3,46,#FFFFFF,#000000
63,3,46,#FFFFFF,#000000
64,3,46,#FFFFFF,#000000
65,3,46,#FFFFFF,#000000
66,3,46,#FFFFFF,#000000
67,3,46,#FFFFFF,#000000
68,3,46,#FFFFFF,#000000
69,3,46,#FFFFFF,#000000
70,3,46,#FFFFFF,#000000
71,3,46,#FFFFFF,#000000
72,3,46,#FFFFFF,#000000
73,3,46,#FFFFFF,#000000
74,3,46,#FFFFFF,#000000
75,3,46,#FFFFFF,#000000
76,3,46,#FFFFFF,#000000
77,3,46,#FFFFFF,#000000
78,3,46,#FFFFFF,#000000
79,3,46,#FFFFFF,#000000
80,3,46,#FFFFFF,#000000
81,3,46,#FFFFFF,#000000
82,3,46,#FFFFFF,#000000
83,3,46,#FFFFFF,#000000
84,3,46,#FFFFFF,#000000
85,3,46,#FFFFFF,#000000
86,3,46,#FFFFFF,#000000
87,3,46,#FFFFFF,#000000
88,3,46,#FFFFFF,#000000
89,3,46,#FFFFFF,#000000
90,3,46,#FFFFFF,#000000
91,3,46,#FFFFFF,#000000
92,3,46,#FFFFFF,#000000
93,3,46,#FFFFFF,#000000
94,3,46,#FFFFFF,#000000
95,3,46,#FFFFFF,#000000
96,3,46,#FFFFFF,#000000
97,3,46,#FFFFFF,#000000
98,3,46,#FFFFFF,#000000
99,3,46,#FFFFFF,#000000
100,3,46,#FFFFFF,#000000
101,3,46,#FFFFFF,#000000
102,3,46,#FFFFFF,#000000
103,3,46,#FFFFFF,#000000
104,3,46,#FFFFFF,#000000
105,3,46,#FFFFFF,#000000
106,3,46,#FFFFFF,#000000
107,3,46,#FFFFFF,#000000
108,3,46,#FFFFFF,#000000
109,3,46,#FFFFFF,#000000
110,3,46,#FFFFFF,#000000
111,3,46,#FFFFFF,#000000
112,3,6,#FFFFFF,#000000
113,3,46,#FFFFFF,#000000
114,3,46,#FFFFFF,#000000
115,3,46,#FFFFFF,#000000
116,3,46,#FFFFFF,#000000
117,3,46,#FFFFFF,#000000
118,3,46,#FFFFFF,#000000
119,3,46,#FFFFFF,#000000
120,3,46,#FFFFFF,#000000
121,3,46,#FFFFFF,#000000
122,3,46,#FFFFFF,#000000
123,3,46,#FFFFFF,#000000
124,3,46,#FFFFFF,#000000
125,3,46,#FFFFFF,#000000
126,3,46,#FFFFFF,#000000
127,3,46,#FFFFFF,#000000
0,4,46,#FFFFFF,#000000
1,4,46,#FFFFFF,#000000
2,4,46,#FFFFFF,#000000
3,4,46,#FFFFFF,#000000
4,4,46,#FFFFFF,#000000
5,4,46,#FFFFFF,#000000
6,4,46,#FFFFFF,#000000
7,4,46,#FFFFFF,#000000
8,4,46,#FFFFFF,#000000
9,4,46,#FFFFFF,#000000
10,4,46,#FFFFFF,#000000
11,4,46,#FFFFFF,#000000
12,4,46,#FFFFFF,#000000
13,4,46,#FFFFFF,#000000
14,4,46,#FFFFFF,#000000
15,4,46,#FFFFFF,#000000
16,4,46,#FFFFFF,#000000
17,4,46,#FFFFFF,#000000
18,4,46,#FFFFFF,#000000
19,4,46,#FFFFFF,#000000
20,4,46,#FFFFFF,#000000
21,4,46,#FFFFFF,#000000
22,4,46,#FFFFFF,#000000
23,4,46,#FFFFFF,#000000
24,4,46,#FFFFFF,#000000
25,4,46,#FFFFFF,#000000
26,4,46,#FFFFFF,#000000
27,4,46,#FFFFFF,#000000
28,4,46,#FFFFFF,#000000
29,4,46,#FFFFFF,#000000
30,4,46,#FFFFFF,#000000
31,4,46,#FFFFFF,#000000
32,4,6,#FFFFFF,#000000
33,4,46,#FFFFFF,#000000
34,4,46,#FFFFFF,#000000
35,4,46,#FFFFFF,#000000
36,4,46,#FFFFFF,#000000
37,4,46,#FFFFFF,#000000
38,4,46,#FFFFFF,#000000
39,4,46,#FFFFFF,#000000
40,4,46,#FFFFFF,#000000
41,4,46,#FFFFFF,#000000
42,4,46,#FFFFFF,#000000
43,4,46,#FFFFFF,#000000
44,4,46,#FFFFFF,#000000
45,4,46,#FFFFFF,#000000
46,4,46,#FFFFFF,#000000
47,4,46,#FFFFFF,#000000
48,4,46,#FFFFFF,#000000
49,4,46,#FFFFFF,#000000
50,4,46,#FFFFFF,#000000
51,4,46,#FFFFFF,#000000
52,4,46,#FFFFFF,#000000
53,4,46,#FFFFFF,#000000
54,4,46,#FFFFFF,#000000
55,4,46,#FFFFFF,#000000
56,4,46,#FFFFFF,#000000
57,4,46,#FFFFFF,#000000
58,4,46,#FFFFFF,#000000
59,4,46,#FFFFFF,#000000
60,4,46,#FFFFFF,#000000
61,4,46,#FFFFFF,#000000
62,4,46,#FFFFFF,#000000
63,4,46,#FFFFFF,#000000
64,4,46,#FFFFFF,#000000
65,4,46,#FFFFFF,#000000
66,4,46,#FFFFFF,#000000
67,4,46,#FFFFFF,#000000
68,4,46,#FFFFFF,#000000
69,4,46,#FFFFFF,#000000
70,4,46,#FFFFFF,#000000
71,4,46,#FFFFFF,#000000
72,4,46,#FFFFFF,#000000
73,4,46,#FFFFFF,#000000
74,4,46,#FFFFFF,#000000
75,4,46,#FFFFFF,#000000
76,4,46,#FFFFFF,#000000
77,4,46,#FFFFFF,#000000
78,4,46,#FFFFFF,#000000
79,4,46,#FFFFFF,#000000
80,4,46,#FFFFFF,#000000
81,4,46,#FFFFFF,#000000
82,4,46,#FFFFFF,#000000
83,4,46,#FFFFFF,#000000
84,4,46,#FFFFFF,#000000
85,4,46,#FFFFFF,#000000
86,4,46,#FFFFFF,#000000
87,4,46,#FFFFFF,#000000
88,4,46,#FFFFFF,#000000
89,4,46,#FFFFFF,#000000
90,4,46,#FFFFFF,#000000
91,4,46,#FFFFFF,#000000
92,4,46,#FFFFFF,#000000
93,4,46,#FFFFFF,#000000
94,4,46,#FFFFFF,#000000
95,4,46,#FFFFFF,#000000
96,4,46,#FFFFFF,#000000
97,4,46,#FFFFFF,#000000
98,4,46,#FFFFFF,#000000
99,4,46,#FFFFFF,#000000
100,4,46,#FFFFFF,#000000
101,4,46,#FFFFFF,#000000
102,4,46,#FFFFFF,#000000
103,4,46,#FFFFFF,#000000
104,4,46,#FFFFFF,#000000
105,4,46,#FFFFFF,#000000
106,4,46,#FFFFFF,#000000
107,4,46,#FFFFFF,#000000
108,4,46,#FFFFFF,#000000
109,4,46,#FFFFFF,#000000
110,4,46,#FFFFFF,#000000
111,4,46,#FFFFFF,#000000
112,4,46,#FFFFFF,#000000
113,4,46,#FFFFFF,#000000
114,4,46,#FFFFFF,#000000
115,4,46,#FFFFFF,#000000
116,4,46,#FFFFFF,#000000
117,4,46,#FFFFFF,#000000
118,4,46,#FFFFFF,#000000
119,4,46,#FFFFFF,#000000
120,4,46,#FFFFFF,#000000
121,4,46,#FFFFFF,#000000
122,4,46,#FFFFFF,#000000
123,4,46,#FFFFFF,#000000
124,4,46,#FFFFFF,#000000
125,4,46,#FFFFFF,#000000
126,4,46,#FFFFFF,#000000
127,4,46,#FFFFFF,#000000
0,5,46,#FFFFFF,#000000
1,5,46,#FFFFFF,#000000
2,5,46,#FFFFFF,#000000
3,5,46,#FFFFFF,#000000
4,5,46,#FFFFFF,#000000
5,5,46,#FFFFFF,#000000
6,5,46,#FFFFFF,#000000
7,5,46,#FFFFFF,#000000
8,5,46,#FFFFFF,#000000
9,5,46,#FFFFFF,#000000
10,5,46,#FFFFFF,#000000
11,5,46,#FFFFFF,#000000
12,5,46,#FFFFFF,#000000
13,5,46,#FFFFFF,#000000
14,5,46,#FFFFFF,#000000
15,5,46,#FFFFFF,#000000
16,5,46,#FFFFFF,#000000
17,5,46,#FFFFFF,#000000
18,5,46,#FFFFFF,#000000
19,5,46,#FFFFFF,#000000
20,5,46,#FFFFFF,#000000
21,5,46,#FFFFFF,#000000
22,5,46,#FFFFFF,#000000
23,5,46,#FFFFFF,#000000
24,5,46,#FFFFFF,#000000
25,5,46,#FFFFFF,#000000
26,5,46,#FFFFFF,#000000
27,5,46,#FFFFFF,#000000
28,5,46,#FFFFFF,#000000
29,5,46,#FFFFFF,#000000
30,5,46,#FFFFFF,#000000
31,5,46,#FFFFFF,#000000
32,5,46,#FFFFFF,#000000
33,5,46,#FFFFFF,#000000
34,5,46,#FFFFFF,#000000
35,5,46,#FFFFFF,#000000
36,5,46,#FFFFFF,#000000
37,5,46,#FFFFFF,#000000
38,5,46,#FFFFFF,#000000
39,5,46,#FFFFFF,#000000
40,5,46,#FFFFFF,#000000
41,5,46,#FFFFFF,#000000
42,5,46,#FFFFFF,#000000
43,5,46,#FFFFFF,#000000
44,5,46,#FFFFFF,#000000
45,5,46,#FFFFFF,#000000
46,5,46,#FFFFFF,#000000
47,5,46,#FFFFFF,#000000
48,5,46,#FFFFFF,#000000
49,5,46,#FFFFFF,#000000
50,5,46,#FFFFFF,#000000
51,5,46,#FFFFFF,#000000
52,5,46,#FFFFFF,#000000
53,5,46,#FFFFFF,#000000
54,5,46,#FFFFFF,#000000
55,5,46,#FFFFFF,#000000
56,5,46,#FFFFFF,#000000
57,5,46,#FFFFFF,#000000
58,5,46,#FFFFFF,#000000
59,5,46,#FFFFFF,#000000
60,5,46,#FFFFFF,#000000
61,5,46,#FFFFFF,#000000
62,5,46,#FFFFFF,#000000
63,5,46,#FFFFFF,#000000
64,5,46,#FFFFFF,#000000
65,5,46,#FFFFFF,#000000
66,5,46,#FFFFFF,#000000
67,5,46,#FFFFFF,#000000
68,5,46,#FFFFFF,#000000
69,5,46,#FFFFFF,#000000
70,5,46,#FFFFFF,#000000
71,5,46,#FFFFFF,#000000
72,5,46,#FFFFFF,#000000
73,5,46,#FFFFFF,#000000
74,5,46,#FFFFFF,#000000
75,5,46,#FFFFFF,#000000
76,5,46,#FFFFFF,#000000
77,5,46,#FFFFFF,#000000
78,5,46,#FFFFFF,#000000
79,5,46,#FFFFFF,#000000
80,5,46,#FFFFFF,#000000
81,5,6,#FFFFFF,#000000
82,5,46,#FFFFFF,#000000
83,5,46,#FFFFFF,#000000
84,5,46,#FFFFFF,#000000
85,5,46,#FFFFFF,#000000
86,5,46,#FFFFFF,#000000
87,5,46,#FFFFFF,#000000
88,5,46,#FFFFFF,#000000
89,5,46,#FFFFFF,#000000
90,5,6,#FFFFFF,#000000
91,5,46,#FFFFFF,#000000
92,5,46,#FFFFFF,#000000
93,5,46,#FFFFFF,#000000
94,5,46,#FFFFFF,#000000
95,5,46,#FFFFFF,#000000
96,5,46,#FFFFFF,#000000
97,5,46,#FFFFFF,#000000
98,5,46,#FFFFFF,#000000
99,5,46,#FFFFFF,#000000
100,5,46,#FFFFFF,#000000
101,5,46,#FFFFFF,#000000
102,5,46,#FFFFFF,#000000
103,5,46,#FFFFFF,#000000
104,5,46,#FFFFFF,#000000
105,5,46,#FFFFFF,#000000
106,5,46,#FFFFFF,#000000
107,5,46,#FFFFFF,#000000
108,5,46,#FFFFFF,#000000
109,5,46,#FFFFFF,#000000
110,5,46,#FFFFFF,#000000
111,5,46,#FFFFFF,#000000
112,5,46,#FFFFFF,#000000
113,5,46,#FFFFFF,#000000
114,5,46,#FFFFFF,#000000
115,5,46,#FFFFFF,#000000
116,5,46,#FFFFFF,#000000
117,5,46,#FFFFFF,#000000
118,5,46,#FFFFFF,#000000
119,5,46,#FFFFFF,#000000
120,5,46,#FFFFFF,#000000
121,5,46,#FFFFFF,#000000
122,5,46,#FFFFFF,#000000
123,5,46,#FFFFFF,#000000
124,5,46,#FFFFFF,#000000
125,5,46,#FFFFFF,#000000
126,5,46,#FFFFFF,#000000
127,5,46,#FFFFFF,#000000
0,6,46,#FFFFFF,#000000
1,6,46,#FFFFFF,#000000
2,6,46,#FFFFFF,#000000
3,6,46,#FFFFFF,#000000
4,6,46,#FFFFFF,#000000
5,6,46,#FFFFFF,#000000
6,6,46,#FFFFFF,#000000
